record_id|employee_id|record_date|hours_worked|overtime_hours|performance_score|attendance_status|bonus_amount|salary_paid
11659|1654|17-Jul-2024|123.2|19.5|2.0|present|0|649449.8
11660|1267|October 20, 2023|160.1|7.4|2.6|Present|0|532607.51
11661|1778|10/21/2024|195.6|1.1|1.8|PRESENT|0|369893.39
11662|1291|2024-03-15|149.3|22.6|3.1|Absent|0|797458.14
11663|1059|2024-12-08|199.0|20.7|3.3|Remote|0|779260.31
11664|1661|March 14, 2023|199.8|24.4|3.6|absent |0|631007.24
11665|1363|18-12-2016|127.0|14.9|3.2|Remote|0|775467.49
11666|1396|08/04/16|128.5|24.8|3.2|Present|39190.52|832756.76
11667|1686|26-05-2024|170.7|16.7|3.3|absent |0|371348.71
11668|1004|2022-03-24|153.4|20.4|1.6|Absent||940944.53
11669|1581|2023-04-21|178.5|20.9|4.4|PRESENT|0|640001.3
11670|1686|18-Sep-2018|175.7|11.2|3.8|Absent|48210.32|521728.08
11671|1441|2018-03-12|177.0|19.1|2.3|Present|0|617453.33
11672|1662|02/23/2023|154.5|24.5|1.2|Present|4844.19|453292.58
11673|1731|21-08-2021|142.4|3.7|1.3|Absent|0|926348.27
11674|1472|02/09/2021|133.6|2.4|3.6|Present|26786.3|763530.18
11675|1037|07-Oct-2022|168.0|1.4|2.9|present|0|711518.4
11676|1656|2019-11-07|169.1||1.7|Present|0|556534.96
11677|1340|27-Feb-2024|130.9|3.4|1.4|Present|0|566157.55
11678|1440|05-May-2020|162.0|13.5|4.0|Present|0|423815.11
11679|1497|18-04-2023|135.4|0.0|2.0|PRESENT|18757.43|705540.34
11680|1473|2021-06-24|173.5|10.2|3.0|Present|0|236886.94
11681|1221|2020-02-09|174.0|20.2|1.6|Present|0|168737.11
11682|1622|21-04-2021|184.3|21.0|5.0|Present|0|208056.49
11683|1255|17-May-2022|133.2|21.0|2.2|Leave|24193.19|418518.2
11684|1576|12/12/20|165.7|2.2|1.4|Present|0|918687.87
11685|1389|02/10/2019|152.4|4.2|4.8|Leave|19615.18|373309.13
11686|1562|24-Aug-2021|177.2|23.8|3.0|Present|0|911897.89
11687|1073|09/19/2018|147.4|24.9|5.0|present|0|336013.76
11688|1052|14/09/21|124.6|14.7|3.9|Present|32018.62|460767.62
11689|1250|05/24/2019|190.2|24.0|2.7|Leave|47790.18|779738.91
11690|1785|2016-06-07|195.7|24.2|1.9|Present|29081.1|721786.42
11691|1639|24-11-2023|152.6|5.7|3.5|absent |0|652510.52
11692|1825|2023-12-12|197.6|11.1|3.8|Present|0|241086.13
11693|1353|03-Dec-2016|142.9|3.2|5.0|present|0|907126.48
11694|1507|05/17/2023|180.6|12.6|3.2|Leave|0|675214.13
11695|1533|January 24, 2020|-5.0|10.0|4.2|absent |0|227226.93
11696|1149|01-04-2021|141.3|3.5|3.7|Present|0|260142.59
11697|1276|2019-05-15|151.2|8.0|3.5|Absent|0|259174.45
11698|1491|10/03/22|130.4|4.6|3.8|Remote|0|542364.37
11699|1190|2022-05-22|174.2|23.4|1.1|PRESENT|0|170297.28
11700|1137|13-12-2023|171.6|6.1|1.4|Absent|49555.07|337250.56
11701|1693|10/05/2015|189.7|2.6|2.9|Present|0|813483.36
11702|1636|24-Jul-2020|189.7|12.6||PRESENT|0|451944.26
11703|1802|12-Mar-2019|166.3|16.7|4.9|Present|0|621756.88
11704|1741|2023-03-16|190.2|1.5|3.0|Present|0|846936.25
11705|1382|February 01, 2022|191.7|2.4|2.8|PRESENT|0|449887.04
11706|1322|01-Sep-2020|189.7|16.0|2.0|PRESENT|0|456636.4
11707|1273|04/10/2024|152.2|18.3|1.8|absent |0|303578.57
11708|1126|04/21/2023|169.5|5.2|1.8|Present|47791.75|295873.59
11709|1034|20/02/22|133.9|9.2|1.0|Present|13283.41|427839.11
11710|1303|08/04/2021|153.3|4.8|3.8|Present|24938.15|208937.69
11711|1467|July 06, 2021|170.7|9.3|1.7|Present|0|351126.3
11712|1259|May 19, 2022|132.9|22.0|3.1|Leave|0|818214.85
11713|1635|2019-09-13|120.9|15.3|1.2|absent |0|875414.7
11714|1471|24-01-2023|186.3|20.4|3.7|absent |6741.98|565417.44
11715|1478|18-04-2017|128.3|20.2|1.7|Present|0|578508.09
11716|1665|23/11/22||15.6|3.4|present|0|600508.97
11717|1102|01-07-2022|186.7|7.5|1.4|Present|0|763998.7
11718|1406|01/08/19|156.1|9.2|1.5|Present|0|558207.7
11719|1842|10/01/22|196.7|4.9|4.3|Present|49448.0|584725.05
11720|1830|06/07/23|181.1|2.3|3.8|PRESENT|33551.65|362660.63
11721|1590|23-02-2024|176.6||3.4|Present|0|375642.88
11722|1392|2021-08-21|129.1|22.7|4.3|Present||
11723|1691|20-May-2024|179.2|14.3|4.8|Present|0|334545.7
11724|1461|2021-09-11|155.2|6.9|2.3|Leave|32799.33|384569.19
11725|1520|15-Feb-2022|182.2|18.1|4.6|present|0|604028.99
11726|1520|01/13/2022|158.1|1.0|4.9|Remote|0|852941.14
11727|1188|13/11/18|171.3|18.4|4.3|Present|44440.41|612272.27
11728|1679|June 19, 2024|139.5|20.0|1.2|present|21482.1|345032.44
11729|1270|2020-09-26||17.4|3.4|Leave|0|150075.1
11730|1018|06/09/23||18.8|3.8|PRESENT|0|838994.52
11731|1704|24-07-2019|170.5|18.8|1.3|Leave|0|282231.35
11732|1097|01/27/2021|145.0|20.8|1.2|Absent|45771.38|936032.89
11733|1086|08/09/24|153.4|1.8|2.8|PRESENT|3803.02|793769.84
11734|1389|January 10, 2021|157.9|16.4|1.9|Present|0|284974.43
11735|1729|14-04-2018|154.0|20.9|2.4|present|5091.75|735828.45
11736|1340|08/14/2023|184.7|20.3|3.0|Leave|41644.37|800784.36
11737|1507|June 22, 2023|161.4|12.8|3.4|Present|0|802569.47
11738|1298|28/04/23|185.5|19.0|3.6|Present|0|805795.48
11739|1375|16-Jul-2022|120.1|21.4|2.6|Present|5354.39|379686.14
11740|1087|11/23/2022|160.5|23.1|2.0|Present|0|259813.37
11741|1441|02-07-2021|197.0|10.9|1.4|Present|0|359403.43
11742|1709|22-Jun-2022|178.1|21.6|4.4|Present|0|775592.81
11743|1329|2023-05-19|170.3|4.5|3.0|absent |0|598625.73
11744|1014|March 21, 2016|129.7|2.8|4.4|PRESENT|0|499945.08
11745|1535|October 08, 2023|174.2|10.8|2.0|absent |0|846209.9
11746|1143|22-01-2019|149.6|11.0|2.9|Leave|0|470025.54
11747|1807|August 06, 2024|174.8|19.0|1.3|present|0|306067.21
11748|1732|01/07/21|184.3|2.6|3.7|Present|0|560413.49
11749|1251|April 04, 2021|182.9|16.9|3.8|Absent|0|444696.63
11750|1263|12/09/21|170.1|5.2|4.6|Present|0|797441.1
11751|1105|27/05/21|123.2|22.4|4.3|Present|0|229463.63
11752|1023|23-06-2022|135.1|17.3|3.7|Present|0|408201.85
11753|1769|August 22, 2022|179.1|22.3|3.5|Leave|0|749406.48
11754|1344|December 01, 2020|131.5|24.9|4.0|Present|37816.05|575270.26
11755|1252|03/10/23|120.8|19.3||absent |0|283794.16
11756|1799|January 03, 2023|138.0|2.6|2.5|present|0|518502.56
11757|1299|24/12/24|160.3|6.7|2.2|Present|9672.59|940761.95
11758|1579|22-Apr-2020|151.4|12.0|2.6|PRESENT|0|911674.35
11759|1106|25/12/22|156.1|9.8|2.0|Present|0|636347.44
11760|1675|17-Jun-2023|149.2|13.2|1.2|Absent|0|802219.61
11761|1355|11/26/2019|192.1|11.6|4.6|Present|0|855461.76
11762|1410|01/24/2019|150.4|14.2|4.6|Present|4418.67|579476.7
11763|1518|12-01-2021|122.4|5.3|3.0|Present|0|880218.71
11764|1171|01/09/21|153.9|24.4|4.4|Present|12257.8|474922.18
11765|1219|25/07/23|131.9|9.1|2.2|Leave|0|319478.67
11766|1559|09/02/2018|158.2|9.1|4.2|Leave|0|850593.06
11767|1302|06-Aug-2023|190.2|8.1|3.5|Present|37177.42|276338.91
11768|1088|11/11/16|136.6|17.4|4.4|PRESENT|0|829222.89
11769|1138|04/05/2022|190.9|19.8|4.8|Remote|0|835327.11
11770|1044|August 01, 2024|193.4|17.0|3.4|present|0|625179.89
11771|1409|2018-09-27|154.5|0.2|4.4|Present|0|326717.93
11772|1244|05-09-2020|141.1|13.8|4.4|Remote|0|
11773|1234|2020-05-23|168.2|24.4|3.4|Absent|0|891628.57
11774|1267|2024-04-19|141.6|0.5|1.5|Present|14540.78|400086.1
11775|1236|03/05/24|188.1|23.8|3.8|present|0|921998.36
11776|1788|07/09/24|164.3|20.2|4.3|Absent|36373.75|383860.77
11777|1654|21-Aug-2023|156.6|8.1|4.5|Present|33189.49|848425.5
11778|1490|13/07/20|163.9|8.8|2.0|absent |0|347406.86
11779|1540|09/08/2021|134.0|15.7|4.3|Leave|0|659645.83
11780|1256|11/09/23|194.1|13.5|1.3|Remote|948.87|414836.46
11781|1445|03/02/2023|175.7|8.6|1.2|Leave|0|530813.94
11782|1574|06/19/2018|157.2||4.7|absent |0|531038.52
11783|1491|June 20, 2022|148.3|17.9|2.0|absent |40019.33|840750.24
11784|1250|23-07-2023|141.9|1.8|4.5|Remote|0|212167.6
11785|1298|2021-07-24|183.6|11.1|5.0|PRESENT|40782.35|301523.2
11786|1596|25/08/24|124.1|4.5|3.8|Absent|0|270060.32
11787|1697|23-Jul-2023|132.1|9.5|4.6|Absent|43419.7|267603.98
11788|1308|19-11-2024|129.5|12.1|2.3|Present|0|
11789|1516|November 07, 2016|134.6|9.4|3.7|Absent|0|474194.18
11790|1468|11-Mar-2019|187.4|17.7|1.9|Absent||287770.97
11791|1845|18-May-2018|129.9|6.1|2.0|PRESENT|287.29|481166.96
11792|1812|06/12/17|149.0|19.5|1.5|absent |0|233739.61
11793|1014|15/03/22|156.3|3.5|3.3|Leave|0|890636.15
11794|1091|March 27, 2018|186.0|23.1|1.1|Present|0|938358.58
11795|1839|11/02/2024|199.2|3.5|2.9|PRESENT|49727.16|676884.45
11796|1284|03/11/23|121.1|12.2|1.9|PRESENT|0|235951.48
11797|1745|08/01/21|160.6|23.9|3.0|absent |42203.02|222493.45
11798|1622|13/01/19|177.6|7.7|4.7|Present|35111.17|268434.19
11799|1330|January 03, 2022|183.0|21.3|4.6|Leave|6663.63|810740.74
11800|1751|01/03/2021|179.8|16.8|1.3|Present|0|937932.03
11801|1670|January 02, 2021|124.9|9.6|2.7|Present|14.77|887213.87
11802|1221|07/15/2021|184.1||1.8|Present|2330.28|415386.72
11803|1686|2024-02-02|186.3|8.0|4.1|present|0|241521.02
11804|1190|December 04, 2021|134.0|7.1|2.0|Present|0|916416.52
11805|1416|August 27, 2020|198.6|17.6|4.6|absent |0|304127.91
11806|1807|11/08/2021|163.1|20.8|1.4|Leave|0|346857.58
11807|1239|02/12/19|159.1||4.1|Leave|25871.05|248126.59
11808|1442|August 27, 2020|197.7|10.4|1.4|present|40872.81|
11809|1132|21-Mar-2020|-5.0|6.5|1.9|absent |27369.29|195506.83
11810|1157|27-May-2023|164.2|21.5|2.2|PRESENT|0|624073.08
11811|1765|2022-01-08|184.9|16.7|1.2|PRESENT|0|768041.6
11812|1325|19-07-2017|171.6|11.0||present|19770.95|531114.65
11813|1123|02/01/21|181.2|20.9|4.3|Absent|11646.71|949435.92
11814|1513|06/28/2020|161.9|10.7|2.5|Leave|16228.87|937031.31
11815|1149|December 25, 2021|142.0|12.7|1.5|present|37404.6|654322.01
11816|1542|20-Oct-2018|120.5|9.9|3.1|absent |0|469783.66
11817|1144|05/09/20|155.4|3.6|1.0|present|0|456924.83
11818|1679|October 03, 2024|197.1|13.9|4.9|Absent|0|330586.69
11819|1027|14-02-2022|138.6|19.9|1.8|Leave|0|158561.47
11820|1131|02-Dec-2018|166.8|6.4|4.9|Leave|0|191135.74
11821|1245|19/11/22|168.5|6.2|1.5|Present|0|506706.67
11822|1484|01-Apr-2023|137.7|13.3|1.8|Present|0|798615.61
11823|1430|December 23, 2022|131.4|4.7|1.4|Present|0|718604.21
11824|1069|2023-12-26|183.0|21.3|1.3|Present|37981.9|817027.77
11825|1383|March 25, 2022|141.4|24.3||absent |15987.12|691867.88
11826|1685|2021-11-02|175.6|12.6|1.1|Present||808121.79
11827|1612|10/19/2023|192.0|7.6|2.5|Present|40590.78|593352.66
11828|1053|December 01, 2018|150.1|5.1|3.0|Present|2037.24|781233.76
11829|1697|February 17, 2023|128.9|5.6|1.7|Present|0|635750.46
11830|1704|11/04/21|136.9|10.5||present|0|556734.02
11831|1618|06-Nov-2022|176.5|13.6|1.1|Present|0|339437.97
11832|1050|January 24, 2022|182.2|12.8|2.7|Present|0|697864.57
11833|1543|10/12/2022|-5.0|8.4|2.4|Present|13267.83|576882.71
11834|1732|06/21/2022|183.0|1.8|2.0|Remote|8443.04|874208.82
11835|1223|27-Sep-2024|160.8|1.0|3.8|Remote|0|284097.05
11836|1800|August 22, 2017||16.4|3.3|Present|0|150363.02
11837|1213|September 01, 2021|149.2|14.2|4.5|Absent|0|846518.39
11838|1162|24-07-2023|184.2|19.2||Present|0|534436.04
11839|1350|October 08, 2022|191.3|14.6|4.5|Remote|15047.96|921769.15
11840|1611|04/28/2024||14.3|2.9|Present|0|645560.28
11841|1678|05-Apr-2023|132.3|18.1|2.2|present|0|212379.07
11842|1288|2018-04-16|126.5|23.7|2.1|Absent|30728.89|417817.06
11843|1158|07-Jul-2018|195.3|14.7|2.1|Present|0|407130.94
11844|1234|12/28/2022|184.9|12.1|2.7|Present|0|582758.65
11845|1256|February 25, 2022|135.2|2.5|2.3|Leave|0|360413.87
11846|1794|September 17, 2018|174.0|5.6|3.4|Remote|1797.15|879162.43
11847|1802|18/02/23|174.4|1.6||Present|48839.24|254081.84
11848|1566|10/10/2022|172.8|24.9|2.8|Leave|0|655904.62
11849|1728|02/03/2019|143.6|13.7|4.3|Present|0|870123.16
11850|1115|December 12, 2023||4.3|1.4|absent |0|470985.84
11851|1343|2022-08-28|193.2|19.0|4.1|present|0|820026.3
11852|1159|2022-11-05|134.2|12.3|2.1|Remote|0|222475.77
11853|1414|12/17/2022|169.9||1.7|Remote|0|664381.14
11854|1500|2017-04-15|189.3|4.1|2.8|Present|0|235746.62
11855|1282|2022-10-18|173.3|15.3|1.1|Present|0|809911.89
11856|1355|28-09-2022|127.7|12.8|4.2|Leave|0|836562.65
11857|1182|02/09/24|177.8|24.0|4.2|Present|27353.36|294233.79
11858|1613|04-May-2024|159.7|22.9|4.5|Present|0|925349.39
11859|1443|05/12/20|139.0|2.2|1.7|Remote|49081.8|165645.73
11860|1028|March 18, 2021||8.4|4.6|PRESENT|0|764883.22
11861|1005|22-07-2020|184.1|4.8|4.6|PRESENT|34604.98|339245.18
11862|1036|03-Feb-2019|154.0|8.1|1.6|PRESENT|0|182552.49
11863|1801|June 07, 2022|158.6|12.0|3.0|Present|28073.15|716059.66
11864|1612|02/12/21|194.1|23.1||Absent|0|481282.55
11865|1555|09/02/19|132.8|20.5|2.0|PRESENT|0|492526.04
11866|1327|02/12/22|174.1|12.1|2.2|Present|0|211200.83
11867|1390|04-Jan-2023|188.5|1.1|2.3|Remote|0|733024.72
11868|1823|14-Dec-2017|122.3||4.3|present|0|238858.09
11869|1694|09/08/18|197.3|16.2|4.5|absent |0|431309.48
11870|1407|19-09-2023|178.7|23.5|3.9|PRESENT|0|741287.51
11871|1020|02/01/2023|122.0|13.1||Present|0|711776.48
11872|1500|16/12/16|177.8|10.4|1.8|Present|0|248940.82
11873|1794|2022-04-04|174.3|16.6|2.0|PRESENT|43521.93|688520.28
11874|1375|22-Dec-2016|127.3|22.6|3.5|Present||465594.78
11875|1788|10/21/2022||23.6|2.5|absent |0|863917.05
11876|1807|27-11-2018|178.4|24.5||absent |2877.12|804973.77
11877|1832|11/08/2016|159.1|9.7|3.9|Remote|0|171596.13
11878|1250|15/03/20|122.9|14.4|2.8|Present|28351.42|807927.4
11879|1247|01-Apr-2022|198.6|7.2|2.0|Absent|21726.36|714946.53
11880|1315|11/04/23|135.5|20.8|3.6|Present|0|937185.93
11881|1108|2021-06-04|120.8|11.2|3.5|Leave|0|717484.92
11882|1662|14-Apr-2018|165.4|14.2|2.0|present|0|252627.98
11883|1625|08/06/18|199.3|13.4|1.4|present|0|152734.03
11884|1060|06/12/24|149.6|23.5|2.2|Present|0|546732.06
11885|1581|February 03, 2021|151.2|16.2|4.6|PRESENT|0|326452.22
11886|1012|July 02, 2023|134.2|21.2|1.1|PRESENT|0|362573.48
11887|1011|26-May-2023|166.6|0.3|3.1|Leave|0|826509.85
11888|1100|2024-09-05|136.5|3.9|4.4|Present|30639.43|710449.58
11889|1567|March 03, 2020|133.7|10.2|3.5|Absent|0|626213.04
11890|1207|07/11/21|140.9|15.0|2.3|Leave|9057.54|437615.25
11891|1691|19-Jul-2016|192.5||2.7|absent |0|268155.16
11892|1221|06-May-2019|187.4|12.3|2.4|Present|0|704877.46
11893|1776|10-Mar-2021|146.7|6.9|2.3|PRESENT|0|706483.06
11894|1191|11-Jan-2022|175.1|23.9|2.5|Present|0|209738.7
11895|1042|11-Jun-2024|169.1||3.3|Leave||469332.23
11896|1631|03-03-2022|182.7||1.4|Present|0|
11897|1014|December 14, 2021|139.8|3.6|2.0|Leave|0|907492.8
11898|1284|2017-07-15|187.0|1.2|2.6|PRESENT|37116.28|580856.51
11899|1300|11-06-2018|138.3||3.5|Remote|26434.27|412945.89
11900|1645|October 14, 2018|140.7|8.0|3.9|Leave|47211.22|689578.12
11901|1418|04/25/2022||18.0|2.3|absent |0|795028.27
11902|1439|07/25/2020|164.9|1.5|1.3|absent |0|796268.93
11903|1171|06-09-2017|141.8|12.2||Leave|0|872674.45
11904|1053|26-Oct-2018|134.5|17.7|3.8|absent |0|547327.29
11905|1089|2016-09-02|193.2|1.5|2.2|PRESENT|36397.85|479528.08
11906|1441|06-Dec-2024|141.2|23.8|4.4|absent |0|389735.22
11907|1429|2019-08-12|198.6|21.5|3.9|PRESENT|37861.46|922465.11
11908|1235|04-Sep-2018|143.3|5.9|3.7|Present|0|361644.36
11909|1509|November 09, 2023|186.7|5.4|4.3|Remote|23192.01|937851.69
11910|1595|11/14/2017|129.9|15.9|1.2|Present|13670.84|818161.76
11911|1507|02-10-2022|171.9|17.7|5.0|Present|0|779194.16
11912|1508|2017-02-14|161.9|14.8|2.2|present|0|260703.04
11913|1203|2021-07-26|176.8|20.3|4.7|Absent|24058.34|672165.39
11914|1840|2023-01-23|193.5|3.1|2.8|Present|0|877992.16
11915|1113|March 25, 2020|-5.0|19.5|1.2|PRESENT|37416.0|937158.73
11916|1127|08/05/2020|192.6|24.5|2.4|Absent|35986.0|766763.72
11917|1100|01/08/16|161.9|4.1|1.6|Remote|0|366600.85
11918|1845|21/01/21|178.2|7.4|3.9|Remote|0|460089.53
11919|1645|2022-05-15|149.9|0.3|1.4|Present|33437.33|652252.37
11920|1173|06-10-2024|159.5|16.5|3.9|present|749.72|185986.42
11921|1012|25-12-2019|136.8|0.1|4.0|PRESENT|0|864453.21
11922|1495|September 27, 2022|137.9|19.6|2.9|Present|0|171315.08
11923|1709|12/22/2018|177.6|17.2|2.4|Present||713860.77
11924|1551|27-07-2018|-5.0|21.1|4.1|Present|0|382874.72
11925|1394|01/25/2024|120.6|16.2|3.0|absent |0|379792.42
11926|1024|2022-05-02|-5.0|24.2|4.9|absent |0|896654.53
11927|1475|08/22/2024|129.4|21.5|1.3|Present|31807.46|888718.17
11928|1644|04/08/2024|179.1|14.5|2.1|Present|27279.73|377837.43
11929|1791|07/11/2016|159.3|23.7|1.6|Present|0|167796.6
11930|1173|14-May-2019|184.2|17.3|1.0|Present|0|485530.45
11931|1220|August 20, 2023|124.6|12.7|1.1|Leave|0|241401.95
11932|1166|23/06/23|169.7|11.8|1.1|present|0|524611.53
11933|1238|16/10/21|127.4|23.0|2.5|Remote|0|815230.18
11934|1376|01/03/19|184.7|13.2|4.1|Absent|0|421114.43
11935|1786|02/24/2019|199.4|1.4|3.4|PRESENT|0|415274.18
11936|1495|12/07/16|168.0|20.5|2.1|Absent|0|442670.58
11937|1774|07/04/2022|173.4|3.2|2.0|Remote|31954.56|874548.1
11938|1551|13/10/20|189.5|11.2|4.2|Remote|0|522719.55
11939|1702|02-01-2020|163.5|22.5|4.9|Remote|4473.71|387217.34
11940|1036|21/04/22|182.0|22.2|4.2|Present|0|449348.09
11941|1774|25/04/21|162.0|20.5|2.0|Leave|15346.19|539588.5
11942|1580|2018-02-25|167.1|8.2|4.0|Absent|0|240668.99
11943|1840|01/06/22|181.7|22.5|2.1|absent |0|660125.87
11944|1574|04-Dec-2018|185.0|5.1|2.8|present|0|686823.0
11945|1542|20-Dec-2017|187.2|5.0|4.0|Present|0|605578.23
11946|1246|May 15, 2021|153.7|1.5|2.7|Present|0|875187.15
11947|1324|18-Oct-2024|194.8|19.0|3.8|absent |0|632705.01
11948|1351|07/01/23|127.6|9.8|3.3|Present|0|864404.82
11949|1322|11/07/2016|134.0|21.9|1.0|Present|8722.36|366125.13
11950|1447|2024-12-10|189.1|4.8|4.5|Absent|0|779661.53
11951|1392|November 11, 2016|138.9|11.3|4.9|Present|0|885509.49
11952|1849|01-09-2018|168.3|17.1|2.0|Leave|19704.36|883365.96
11953|1818|2019-03-18|179.5|3.9|1.3|present|0|435273.45
11954|1176|20/07/20|171.6|24.6|1.1|PRESENT|31369.69|318621.07
11955|1207|09/04/24|156.0|1.9|4.6|Leave|0|647930.96
11956|1165|12/15/2019|125.6|23.3|2.4|Remote|0|935592.21
11957|1312|11/11/23|155.5|20.6|3.4|Present|0|626279.2
11958|1314|July 17, 2024|124.1||1.6|Present|39660.18|462994.82
11959|1144|27-Mar-2017|181.9|1.6|1.2|Present|0|503983.63
11960|1203|06/06/21|187.3|9.7|1.6|Absent|0|526752.24
11961|1229|2024-04-15|155.2||1.5|Leave|0|270780.4
11962|1061|08/18/2021|194.8|22.1|1.1|Present|0|746889.6
11963|1078|16-Jul-2018|175.5|20.4||Leave|9837.59|476974.25
11964|1165|October 18, 2023|157.2|12.9||Present|0|217221.13
11965|1647|18-Feb-2016|153.1|18.0|2.9|Remote|0|196694.88
11966|1521|February 06, 2023|168.7|12.0|1.8|absent |0|313924.63
11967|1409|July 02, 2022|129.5|16.3|3.3|Present|0|661425.4
11968|1818|08/22/2018|148.9|22.5|4.4|Present|0|227719.28
11969|1230|2024-05-07|135.9|11.3|2.0|Present||603501.74
11970|1055|01-Mar-2021|125.9|22.2|3.2|Remote|0|676907.35
11971|1351|December 11, 2024|186.8|17.0|4.0|Remote|0|542973.96
11972|1177|02-08-2020|165.1|13.1|3.9|absent |0|605085.17
11973|1084|August 10, 2019|125.3|19.4||present|0|269066.87
11974|1783|November 13, 2023|123.3|4.0|2.5|Absent|0|558244.57
11975|1626|04-Apr-2018|194.3|22.5|2.4|Present|0|598451.16
11976|1848|12-04-2021|123.9|3.5|1.7|Present|39948.37|836810.42
11977|1655|April 06, 2024|146.1|15.3|3.3|absent |0|905026.27
11978|1304|September 22, 2024||21.2||Present|20749.63|910038.61
11979|1146|16/04/20|192.8|4.5|1.2|absent |0|226378.8
11980|1081|11/07/2019|193.4|18.1|1.2|present|0|791463.14
11981|1131|2022-09-28|193.0|24.6|3.0|Present|0|430660.02
11982|1812|February 04, 2021|176.5|18.5|4.2|present|0|354758.61
11983|1507|February 13, 2016|138.3|21.4||absent |0|484569.55
11984|1518|05/12/22|170.6|6.5|3.4|Remote|0|629092.87
11985|1348|07/06/2024|172.4|15.5|4.0|Present|0|423189.76
11986|1059|28-02-2024|157.5|4.0|4.8|Present|0|217706.2
11987|1159|2022-09-15|136.0|18.9|2.2|Absent|0|424454.91
11988|1205|02/07/2022|130.7|22.5|1.4|Present|0|863476.41
11989|1556|2018-02-17|189.5|17.7||Present|0|187196.2
11990|1122|December 11, 2023|177.6|17.2|3.1|Present|0|833734.02
11991|1107|2020-11-23|186.8|1.9|3.5|PRESENT|0|868376.39
11992|1663|September 23, 2022|134.9|25.0|4.4|Present|0|181818.77
11993|1120|June 02, 2021|146.0|1.2|3.9|absent |0|406775.68
11994|1282|05/05/24|126.3|4.1|1.0|Absent|0|363384.34
11995|1497|03-Mar-2024|120.3|20.0|4.6|Present|0|276795.6
11996|1764|2024-04-27|182.0|5.9|1.2|Leave|0|754501.07
11997|1178|16-Apr-2023|172.7|6.2|3.7|Present|0|642569.42
11998|1778|23/05/22|180.2|18.8|4.0|Present|45482.46|193766.65
11999|1648|02/04/2018|128.4|17.5|3.0|present|0|265580.06
12000|1531|September 18, 2023|197.9|14.4|3.7|Leave|0|672234.74
12001|1306|06-Dec-2019|195.6|4.0|4.9|Present|0|816338.04
12002|1151|2024-12-04|151.6|10.6||PRESENT||266674.41
12003|1028|02/01/2023|180.2|20.8|3.1|Present|0|692208.08
12004|1702|10-Sep-2019|140.8|20.7||Remote||644307.65
12005|1599|April 07, 2023|168.4|5.5|3.2|Present|22114.53|300285.87
12006|1556|02-Oct-2021|161.2|23.1|3.1|PRESENT||180449.11
12007|1157|2020-05-17|167.0|6.4|2.4|Present|0|387513.61
12008|1338|21/12/19|174.8|1.1|4.4|Present|0|166987.23
12009|1490|February 18, 2018|183.3|16.4|3.2|Present|32371.16|870847.6
12010|1448|28-03-2019|195.3|20.2|1.4|Absent|0|838477.86
12011|1288|07-Mar-2022|126.1|6.9||PRESENT|0|440521.74
12012|1778|2022-08-25|162.2|19.0|1.7|Present|41299.23|610958.96
12013|1442|06/02/2022|162.7|14.4|2.9|present|0|505157.42
12014|1414|14/01/24|162.7|17.0|4.4|Present|0|425554.22
12015|1288|03/04/24|123.3|21.9|3.8|Remote|0|827952.43
12016|1142|August 01, 2023||18.7|3.8|Present|21431.18|346024.66
12017|1350|07/10/2023|196.3|6.0|4.1|Present|0|590485.58
12018|1631|09/23/2019|149.7|18.5||Remote|0|328352.04
12019|1466|17-03-2024|159.0|4.5|4.9|Absent|34124.36|566006.28
12020|1791|03/03/18|-5.0|23.1|4.1|present|0|541628.94
12021|1058|05-Mar-2018|167.4|22.1|2.9|Present|31483.13|545957.61
12022|1375|August 06, 2024|163.1||2.9|PRESENT|0|781451.4
12023|1600|09-10-2022|199.7|11.2|4.7|Present|7964.76|759919.99
12024|1395|March 27, 2020|139.6||2.6|Present|0|932355.92
12025|1345|May 15, 2020|167.4|9.4|2.6|absent |0|217246.84
12026|1165|04/28/2018|166.2|24.8|1.8|present|0|289415.97
12027|1712|16/04/23|192.5|9.0|5.0|Remote|42636.93|589758.57
12028|1592|March 12, 2021|165.3|7.7|2.3|Present|0|328386.79
12029|1096|11/01/2016|132.6|8.5|4.2|PRESENT|40314.66|686748.96
12030|1507|July 20, 2016|126.7|23.0|4.3|Present|0|839566.49
12031|1811|14-11-2022|197.5|23.3|3.8|Remote|0|269929.61
12032|1693|2023-01-02|169.5|12.0|4.7|absent |0|385574.51
12033|1112|July 11, 2018|159.4|13.3||present|0|654860.91
12034|1351|August 10, 2023|178.5|10.5|4.6|Present|0|753412.69
12035|1203|01-06-2017|185.9|10.8|4.7|Leave|0|749075.67
12036|1391|2022-08-08|134.6|0.9|4.4|Remote|39750.42|851333.95
12037|1143|November 16, 2018|194.2|23.7|1.4|absent |0|432223.79
12038|1144|April 08, 2022||17.4||Present|0|927125.46
12039|1001|18-06-2019|-5.0|19.9|3.0|Present|0|739430.66
12040|1558|03/12/2024||17.8|4.9|Present|0|320257.51
12041|1691|May 24, 2018||1.0|4.3|Present|0|699080.48
12042|1117|14-08-2024|146.0|11.7|4.1|Present|0|
12043|1472|12/06/2024|171.7|9.2|3.5|Remote|0|814703.25
12044|1392|03/09/2022|168.6|20.8|1.6|absent |34761.48|603127.63
12045|1032|14/11/23|175.9|0.4|2.5|Present|0|363906.27
